NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"Menallen township, Adams County, Pennsylvania",7.0,4.3,86083.0,6872.0,42,001,48608,Menallen,Adams County,Township,Menallen,7.0,4.3,86083.0,6872.0,79211.0,92955.0,1033
"Elmhurst township, Lackawanna County, Pennsylvania",7.0,4.3,79205.0,8211.0,42,069,23336,Elmhurst,Lackawanna County,Township,Elmhurst,7.0,4.3,79205.0,8211.0,70994.0,87416.0,1033
"Briar Creek township, Columbia County, Pennsylvania",6.9,4.1,77333.0,14493.0,42,037,08480,Briar Creek,Columbia County,Township,Briar Creek Township,6.9,4.1,77333.0,14493.0,62840.0,91826.0,1054
"Tyrone township, Perry County, Pennsylvania",6.9,3.1,70347.0,8784.0,42,099,78184,Tyrone,Perry County,Township,Tyrone,6.9,3.1,70347.0,8784.0,61563.0,79131.0,1054
"Crescent township, Allegheny County, Pennsylvania",6.9,2.9,81992.0,8340.0,42,003,17048,Crescent,Allegheny County,Township,Crescent,6.9,2.9,81992.0,8340.0,73652.0,90332.0,1054
"Walker township, Schuylkill County, Pennsylvania",6.9,4.2,88571.0,13055.0,42,107,80576,Walker,Schuylkill County,Township,Walker,6.9,4.2,88571.0,13055.0,75516.0,101626.0,1054
"Keating township, Potter County, Pennsylvania",6.9,4.7,52500.0,14391.0,42,105,38920,Keating,Potter County,Township,Keating,6.9,4.7,52500.0,14391.0,38109.0,66891.0,1054
"Lykens township, Dauphin County, Pennsylvania",6.9,3.4,72679.0,9355.0,42,043,45600,Lykens,Dauphin County,Township,Lykens Township,6.9,3.4,72679.0,9355.0,63324.0,82034.0,1054
"Oakland borough, Susquehanna County, Pennsylvania",6.9,5.4,54625.0,15117.0,42,115,56008,Oakland,Susquehanna County,Borough,Oakland Borough,6.9,5.4,54625.0,15117.0,39508.0,69742.0,1054
"Mount Joy borough, Lancaster County, Pennsylvania",6.9,3.2,90061.0,7177.0,42,071,51656,Mount Joy,Lancaster County,Borough,Mount Joy Borough,6.9,3.2,90061.0,7177.0,82884.0,97238.0,1054
"Oliver township, Jefferson County, Pennsylvania",6.9,3.4,67440.0,12383.0,42,065,56712,Oliver,Jefferson County,Township,Oliver,6.9,3.4,67440.0,12383.0,55057.0,79823.0,1054
"Limestone township, Union County, Pennsylvania",6.9,3.1,88281.0,15375.0,42,119,43368,Limestone,Union County,Township,Limestone,6.9,3.1,88281.0,15375.0,72906.0,103656.0,1054
"Great Bend township, Susquehanna County, Pennsylvania",6.9,2.9,81016.0,12882.0,42,115,30736,Great Bend,Susquehanna County,Township,Great Bend Township,6.9,2.9,81016.0,12882.0,68134.0,93898.0,1054
"Jonestown borough, Lebanon County, Pennsylvania",6.9,4.1,89000.0,20385.0,42,075,38400,Jonestown,Lebanon County,Borough,Jonestown,6.9,4.1,89000.0,20385.0,68615.0,109385.0,1054
"Hopewell township, Washington County, Pennsylvania",6.9,3.7,74375.0,14114.0,42,125,35696,Hopewell,Washington County,Township,Hopewell,6.9,3.7,74375.0,14114.0,60261.0,88489.0,1054
"Coalmont borough, Huntingdon County, Pennsylvania",6.9,15.2,38750.0,22445.0,42,061,14640,Coalmont,Huntingdon County,Borough,Coalmont,6.9,15.2,38750.0,22445.0,16305.0,61195.0,1054
"Preston township, Wayne County, Pennsylvania",6.9,3.4,71250.0,24645.0,42,127,62600,Preston,Wayne County,Township,Preston,6.9,3.4,71250.0,24645.0,46605.0,95895.0,1054
"Dillsburg borough, York County, Pennsylvania",6.8,3.7,84102.0,5929.0,42,133,19208,Dillsburg,York County,Borough,Dillsburg,6.8,3.7,84102.0,5929.0,78173.0,90031.0,1069
"Delmont borough, Westmoreland County, Pennsylvania",6.8,4.1,56806.0,22992.0,42,129,18768,Delmont,Westmoreland County,Borough,Delmont,6.8,4.1,56806.0,22992.0,33814.0,79798.0,1069
"Hanover township, Washington County, Pennsylvania",6.8,3.4,81875.0,14909.0,42,125,32440,Hanover,Washington County,Township,Hanover,6.8,3.4,81875.0,14909.0,66966.0,96784.0,1069
"Leetsdale borough, Allegheny County, Pennsylvania",6.8,5.6,66346.0,17925.0,42,003,42392,Leetsdale,Allegheny County,Borough,Leetsdale,6.8,5.6,66346.0,17925.0,48421.0,84271.0,1069
"Wysox township, Bradford County, Pennsylvania",6.8,3.2,60357.0,22666.0,42,015,86912,Wysox,Bradford County,Township,Wysox,6.8,3.2,60357.0,22666.0,37691.0,83023.0,1069
"Hepburn township, Lycoming County, Pennsylvania",6.8,3.5,81488.0,25662.0,42,081,33944,Hepburn,Lycoming County,Township,Hepburn,6.8,3.5,81488.0,25662.0,55826.0,107150.0,1069
"Jenkins township, Luzerne County, Pennsylvania",6.8,4.2,54878.0,13277.0,42,079,37984,Jenkins,Luzerne County,Township,Jenkins,6.8,4.2,54878.0,13277.0,41601.0,68155.0,1069
"Connoquenessing township, Butler County, Pennsylvania",6.8,4.5,85369.0,17570.0,42,019,15816,Connoquenessing,Butler County,Township,Connoquenessing Township,6.8,4.5,85369.0,17570.0,67799.0,102939.0,1069
"Brookfield township, Tioga County, Pennsylvania",6.8,5.7,50417.0,18277.0,42,117,09072,Brookfield,Tioga County,Township,Brookfield,6.8,5.7,50417.0,18277.0,32140.0,68694.0,1069
"Kiskiminetas township, Armstrong County, Pennsylvania",6.8,3.5,64896.0,22547.0,42,005,39968,Kiskiminetas,Armstrong County,Township,Kiskiminetas,6.8,3.5,64896.0,22547.0,42349.0,87443.0,1069
"Greenwood township, Perry County, Pennsylvania",6.8,3.8,90250.0,14209.0,42,099,31440,Greenwood,Perry County,Township,Greenwood,6.8,3.8,90250.0,14209.0,76041.0,104459.0,1069
"Cambria township, Cambria County, Pennsylvania",6.8,5.6,72822.0,13986.0,42,021,10880,Cambria,Cambria County,Township,Cambria,6.8,5.6,72822.0,13986.0,58836.0,86808.0,1069
"Grampian borough, Clearfield County, Pennsylvania",6.8,6.8,40000.0,36409.0,42,033,30280,Grampian,Clearfield County,Borough,Grampian,6.8,6.8,40000.0,36409.0,3591.0,76409.0,1069
"Paradise township, York County, Pennsylvania",6.7,3.4,79152.0,7736.0,42,133,57872,Paradise,York County,Township,Paradise,6.7,3.4,79152.0,7736.0,71416.0,86888.0,1082
"North Woodbury township, Blair County, Pennsylvania",6.7,3.7,69539.0,11569.0,42,013,55592,North Woodbury,Blair County,Township,North Woodbury,6.7,3.7,69539.0,11569.0,57970.0,81108.0,1082
"Franklin township, Erie County, Pennsylvania",6.7,3.1,101750.0,14313.0,42,049,27392,Franklin,Erie County,Township,Franklin,6.7,3.1,101750.0,14313.0,87437.0,116063.0,1082
"Millersville borough, Lancaster County, Pennsylvania",6.7,2.8,67866.0,9249.0,42,071,49728,Millersville,Lancaster County,Borough,Millersville,6.7,2.8,67866.0,9249.0,58617.0,77115.0,1082
"Logan township, Blair County, Pennsylvania",6.7,2.1,73333.0,6222.0,42,013,44328,Logan,Blair County,Township,Logan,6.7,2.1,73333.0,6222.0,67111.0,79555.0,1082
"Kittanning borough, Armstrong County, Pennsylvania",6.7,3.5,51711.0,12955.0,42,005,40040,Kittanning,Armstrong County,Borough,Kittanning Borough,6.7,3.5,51711.0,12955.0,38756.0,64666.0,1082
"Asylum township, Bradford County, Pennsylvania",6.7,4.7,73382.0,15801.0,42,015,03360,Asylum,Bradford County,Township,Asylum,6.7,4.7,73382.0,15801.0,57581.0,89183.0,1082
"Tunkhannock borough, Wyoming County, Pennsylvania",6.7,3.7,57546.0,9969.0,42,131,77784,Tunkhannock,Wyoming County,Borough,Tunkhannock Borough,6.7,3.7,57546.0,9969.0,47577.0,67515.0,1082
"Spring township, Perry County, Pennsylvania",6.7,3.8,81528.0,13931.0,42,099,72848,Spring,Perry County,Township,Spring,6.7,3.8,81528.0,13931.0,67597.0,95459.0,1082
"Herndon borough, Northumberland County, Pennsylvania",6.7,6.7,75000.0,16393.0,42,097,34080,Herndon,Northumberland County,Borough,Herndon,6.7,6.7,75000.0,16393.0,58607.0,91393.0,1082
"Brady township, Clarion County, Pennsylvania",6.7,9.7,66250.0,15327.0,42,031,08112,Brady,Clarion County,Township,Brady,6.7,9.7,66250.0,15327.0,50923.0,81577.0,1082
"Donegal township, Butler County, Pennsylvania",6.7,3.7,79519.0,14524.0,42,019,19456,Donegal,Butler County,Township,Donegal,6.7,3.7,79519.0,14524.0,64995.0,94043.0,1082
"Scott township, Lawrence County, Pennsylvania",6.7,2.7,83602.0,4516.0,42,073,68408,Scott,Lawrence County,Township,Scott,6.7,2.7,83602.0,4516.0,79086.0,88118.0,1082
"Franklin township, Greene County, Pennsylvania",6.7,3.3,68482.0,10295.0,42,059,27408,Franklin,Greene County,Township,Franklin,6.7,3.3,68482.0,10295.0,58187.0,78777.0,1082
"East Greenville borough, Montgomery County, Pennsylvania",6.7,3.8,87396.0,17624.0,42,091,21200,East Greenville,Montgomery County,Borough,East Greenville,6.7,3.8,87396.0,17624.0,69772.0,105020.0,1082
"Penn township, Cumberland County, Pennsylvania",6.7,4.0,80500.0,7758.0,42,041,58824,Penn,Cumberland County,Township,Penn,6.7,4.0,80500.0,7758.0,72742.0,88258.0,1082
"Victory township, Venango County, Pennsylvania",6.7,4.6,73000.0,14050.0,42,121,80168,Victory,Venango County,Township,Victory,6.7,4.6,73000.0,14050.0,58950.0,87050.0,1082
"Lower Burrell city, Westmoreland County, Pennsylvania",6.7,3.0,84602.0,7812.0,42,129,44864,Lower Burrell,Westmoreland County,City,Lower Burrell,6.7,3.0,84602.0,7812.0,76790.0,92414.0,1082
"Berlin township, Wayne County, Pennsylvania",6.7,3.0,68494.0,11026.0,42,127,05784,Berlin,Wayne County,Township,Berlin,6.7,3.0,68494.0,11026.0,57468.0,79520.0,1082
"Dover borough, York County, Pennsylvania",6.6,4.9,75347.0,11308.0,42,133,19696,Dover,York County,Borough,Dover Borough,6.6,4.9,75347.0,11308.0,64039.0,86655.0,1101
"Huntington township, Luzerne County, Pennsylvania",6.6,4.3,62212.0,10676.0,42,079,36432,Huntington,Luzerne County,Township,Huntington,6.6,4.3,62212.0,10676.0,51536.0,72888.0,1101
"New Beaver borough, Lawrence County, Pennsylvania",6.6,2.4,61417.0,7140.0,42,073,53184,New Beaver,Lawrence County,Borough,New Beaver,6.6,2.4,61417.0,7140.0,54277.0,68557.0,1101
"Perry township, Lawrence County, Pennsylvania",6.6,3.1,86576.0,7822.0,42,073,59488,Perry,Lawrence County,Township,Perry,6.6,3.1,86576.0,7822.0,78754.0,94398.0,1101
"Gaines township, Tioga County, Pennsylvania",6.6,4.3,53281.0,19605.0,42,117,28264,Gaines,Tioga County,Township,Gaines,6.6,4.3,53281.0,19605.0,33676.0,72886.0,1101
"Franklin township, Susquehanna County, Pennsylvania",6.6,3.9,72250.0,17910.0,42,115,27448,Franklin,Susquehanna County,Township,Franklin,6.6,3.9,72250.0,17910.0,54340.0,90160.0,1101
"Hallstead borough, Susquehanna County, Pennsylvania",6.6,4.3,50833.0,11585.0,42,115,32080,Hallstead,Susquehanna County,Borough,Hallstead,6.6,4.3,50833.0,11585.0,39248.0,62418.0,1101
"South Newton township, Cumberland County, Pennsylvania",6.6,3.2,78167.0,11982.0,42,041,72384,South Newton,Cumberland County,Township,South Newton,6.6,3.2,78167.0,11982.0,66185.0,90149.0,1101
"Washingtonville borough, Montour County, Pennsylvania",6.6,10.6,55909.0,39575.0,42,093,81424,Washingtonville,Montour County,Borough,Washingtonville,6.6,10.6,55909.0,39575.0,16334.0,95484.0,1101
"Southmont borough, Cambria County, Pennsylvania",6.6,4.2,73400.0,14302.0,42,021,72344,Southmont,Cambria County,Borough,Southmont,6.6,4.2,73400.0,14302.0,59098.0,87702.0,1101
"Summit township, Erie County, Pennsylvania",6.6,3.4,73553.0,6154.0,42,049,75208,Summit,Erie County,Township,Summit,6.6,3.4,73553.0,6154.0,67399.0,79707.0,1101
"Black township, Somerset County, Pennsylvania",6.6,3.8,70536.0,8424.0,42,111,06640,Black,Somerset County,Township,Black,6.6,3.8,70536.0,8424.0,62112.0,78960.0,1101
"Greene township, Clinton County, Pennsylvania",6.6,2.9,73517.0,4795.0,42,035,30928,Greene,Clinton County,Township,Greene,6.6,2.9,73517.0,4795.0,68722.0,78312.0,1101
"Lower Chichester township, Delaware County, Pennsylvania",6.5,6.4,82589.0,13632.0,42,045,44888,Lower Chichester,Delaware County,Township,Lower Chichester,6.5,6.4,82589.0,13632.0,68957.0,96221.0,1114
"Carroll township, Perry County, Pennsylvania",6.5,5.0,78672.0,14778.0,42,099,11416,Carroll,Perry County,Township,Carroll,6.5,5.0,78672.0,14778.0,63894.0,93450.0,1114
"Liverpool borough, Perry County, Pennsylvania",6.5,3.5,59539.0,17602.0,42,099,43968,Liverpool,Perry County,Borough,Liverpool Borough,6.5,3.5,59539.0,17602.0,41937.0,77141.0,1114
"East Petersburg borough, Lancaster County, Pennsylvania",6.5,5.5,91930.0,8775.0,42,071,21688,East Petersburg,Lancaster County,Borough,East Petersburg,6.5,5.5,91930.0,8775.0,83155.0,100705.0,1114
"Knox township, Clarion County, Pennsylvania",6.5,3.3,86250.0,20790.0,42,031,40288,Knox,Clarion County,Township,Knox Township,6.5,3.3,86250.0,20790.0,65460.0,107040.0,1114
"Biglerville borough, Adams County, Pennsylvania",6.5,4.4,52407.0,9672.0,42,001,06296,Biglerville,Adams County,Borough,Biglerville,6.5,4.4,52407.0,9672.0,42735.0,62079.0,1114
"Slippery Rock township, Lawrence County, Pennsylvania",6.5,4.0,78583.0,23053.0,42,073,71200,Slippery Rock,Lawrence County,Township,Slippery Rock,6.5,4.0,78583.0,23053.0,55530.0,101636.0,1114
"Emmaus borough, Lehigh County, Pennsylvania",6.5,2.8,83917.0,8494.0,42,077,23584,Emmaus,Lehigh County,Borough,Emmaus,6.5,2.8,83917.0,8494.0,75423.0,92411.0,1114
"Vernon township, Crawford County, Pennsylvania",6.5,3.5,76030.0,5138.0,42,039,80000,Vernon,Crawford County,Township,Vernon,6.5,3.5,76030.0,5138.0,70892.0,81168.0,1114
"Quarryville borough, Lancaster County, Pennsylvania",6.5,2.3,79744.0,8114.0,42,071,63064,Quarryville,Lancaster County,Borough,Quarryville,6.5,2.3,79744.0,8114.0,71630.0,87858.0,1114
"Berrysburg borough, Dauphin County, Pennsylvania",6.5,7.7,61964.0,8378.0,42,043,05856,Berrysburg,Dauphin County,Borough,Berrysburg,6.5,7.7,61964.0,8378.0,53586.0,70342.0,1114
"Ford Cliff borough, Armstrong County, Pennsylvania",6.5,7.9,70833.0,12886.0,42,005,26520,Ford Cliff,Armstrong County,Borough,Ford Cliff,6.5,7.9,70833.0,12886.0,57947.0,83719.0,1114
"Fairview township, Butler County, Pennsylvania",6.5,2.6,83438.0,16938.0,42,019,24840,Fairview,Butler County,Township,Fairview Township,6.5,2.6,83438.0,16938.0,66500.0,100376.0,1114
"Sharpsburg borough, Allegheny County, Pennsylvania",6.5,3.8,59228.0,14835.0,42,003,69776,Sharpsburg,Allegheny County,Borough,Sharpsburg,6.5,3.8,59228.0,14835.0,44393.0,74063.0,1114
"Goldsboro borough, York County, Pennsylvania",6.5,3.9,79563.0,6059.0,42,133,30016,Goldsboro,York County,Borough,Goldsboro,6.5,3.9,79563.0,6059.0,73504.0,85622.0,1114
"Thompson borough, Susquehanna County, Pennsylvania",6.5,7.5,58393.0,8886.0,42,115,76496,Thompson,Susquehanna County,Borough,Thompson Borough,6.5,7.5,58393.0,8886.0,49507.0,67279.0,1114
"South Union township, Fayette County, Pennsylvania",6.5,2.6,77708.0,7317.0,42,051,72544,South Union,Fayette County,Township,South Union,6.5,2.6,77708.0,7317.0,70391.0,85025.0,1114
"Rome township, Bradford County, Pennsylvania",6.5,4.9,90769.0,43769.0,42,015,65952,Rome,Bradford County,Township,Rome Township,6.5,4.9,90769.0,43769.0,47000.0,134538.0,1114
"Benton township, Columbia County, Pennsylvania",6.5,3.9,73664.0,5890.0,42,037,05688,Benton,Columbia County,Township,Benton Township,6.5,3.9,73664.0,5890.0,67774.0,79554.0,1114
"Crafton borough, Allegheny County, Pennsylvania",6.4,2.8,64006.0,17005.0,42,003,16848,Crafton,Allegheny County,Borough,Crafton,6.4,2.8,64006.0,17005.0,47001.0,81011.0,1133
"Ransom township, Lackawanna County, Pennsylvania",6.4,2.7,59886.0,11819.0,42,069,63432,Ransom,Lackawanna County,Township,Ransom,6.4,2.7,59886.0,11819.0,48067.0,71705.0,1133
"Monroe township, Clarion County, Pennsylvania",6.4,3.0,67067.0,7228.0,42,031,50464,Monroe,Clarion County,Township,Monroe,6.4,3.0,67067.0,7228.0,59839.0,74295.0,1133
"Coolspring township, Mercer County, Pennsylvania",6.4,3.6,87750.0,18992.0,42,085,15992,Coolspring,Mercer County,Township,Coolspring,6.4,3.6,87750.0,18992.0,68758.0,106742.0,1133
"Washington township, Lycoming County, Pennsylvania",6.4,3.8,76538.0,9250.0,42,081,81288,Washington,Lycoming County,Township,Washington,6.4,3.8,76538.0,9250.0,67288.0,85788.0,1133
"Fallston borough, Beaver County, Pennsylvania",6.4,4.7,73906.0,17896.0,42,007,25152,Fallston,Beaver County,Borough,Fallston,6.4,4.7,73906.0,17896.0,56010.0,91802.0,1133
"Jay township, Elk County, Pennsylvania",6.4,4.1,67036.0,7574.0,42,047,37760,Jay,Elk County,Township,Jay,6.4,4.1,67036.0,7574.0,59462.0,74610.0,1133
"Upper Augusta township, Northumberland County, Pennsylvania",6.4,3.6,68750.0,19555.0,42,097,78744,Upper Augusta,Northumberland County,Township,Upper Augusta,6.4,3.6,68750.0,19555.0,49195.0,88305.0,1133
"Harrison township, Bedford County, Pennsylvania",6.4,5.0,57639.0,12318.0,42,009,32840,Harrison,Bedford County,Township,Harrison,6.4,5.0,57639.0,12318.0,45321.0,69957.0,1133
"Gallagher township, Clinton County, Pennsylvania",6.4,5.6,66406.0,21164.0,42,035,28296,Gallagher,Clinton County,Township,Gallagher,6.4,5.6,66406.0,21164.0,45242.0,87570.0,1133
"Turbett township, Juniata County, Pennsylvania",6.4,3.4,87132.0,6443.0,42,067,77824,Turbett,Juniata County,Township,Turbett,6.4,3.4,87132.0,6443.0,80689.0,93575.0,1133
"East Brady borough, Clarion County, Pennsylvania",6.4,4.0,66250.0,16180.0,42,031,20840,East Brady,Clarion County,Borough,East Brady,6.4,4.0,66250.0,16180.0,50070.0,82430.0,1133
"Olyphant borough, Lackawanna County, Pennsylvania",6.4,4.2,66423.0,10267.0,42,069,56792,Olyphant,Lackawanna County,Borough,Olyphant,6.4,4.2,66423.0,10267.0,56156.0,76690.0,1133
"Bristol borough, Bucks County, Pennsylvania",6.4,2.3,76042.0,22106.0,42,017,08760,Bristol,Bucks County,Borough,Bristol Borough,6.4,2.3,76042.0,22106.0,53936.0,98148.0,1133
"Burrell township, Armstrong County, Pennsylvania",6.4,5.5,53625.0,14931.0,42,005,10344,Burrell,Armstrong County,Township,Burrell,6.4,5.5,53625.0,14931.0,38694.0,68556.0,1133
"Fallowfield township, Washington County, Pennsylvania",6.4,3.5,66802.0,10201.0,42,125,25104,Fallowfield,Washington County,Township,Fallowfield,6.4,3.5,66802.0,10201.0,56601.0,77003.0,1133
"Oklahoma borough, Westmoreland County, Pennsylvania",6.4,4.6,68203.0,14019.0,42,129,56496,Oklahoma,Westmoreland County,Borough,Oklahoma,6.4,4.6,68203.0,14019.0,54184.0,82222.0,1133
"Summit township, Somerset County, Pennsylvania",6.3,3.6,54688.0,13691.0,42,111,75232,Summit,Somerset County,Township,Summit,6.3,3.6,54688.0,13691.0,40997.0,68379.0,1150
"Delta borough, York County, Pennsylvania",6.3,6.2,76000.0,30768.0,42,133,18800,Delta,York County,Borough,Delta,6.3,6.2,76000.0,30768.0,45232.0,106768.0,1150
"Grugan township, Clinton County, Pennsylvania",6.3,18.0,76563.0,5558.0,42,035,31680,Grugan,Clinton County,Township,Grugan,6.3,18.0,76563.0,5558.0,71005.0,82121.0,1150
"South Williamsport borough, Lycoming County, Pennsylvania",6.3,3.4,64583.0,7534.0,42,081,72648,South Williamsport,Lycoming County,Borough,South Williamsport,6.3,3.4,64583.0,7534.0,57049.0,72117.0,1150
"Jefferson township, Dauphin County, Pennsylvania",6.3,3.5,111875.0,15138.0,42,043,37864,Jefferson,Dauphin County,Township,Jefferson,6.3,3.5,111875.0,15138.0,96737.0,127013.0,1150
"Pike township, Potter County, Pennsylvania",6.3,4.1,52500.0,15673.0,42,105,60200,Pike,Potter County,Township,Pike,6.3,4.1,52500.0,15673.0,36827.0,68173.0,1150
"Fairfield township, Crawford County, Pennsylvania",6.3,3.0,69063.0,20571.0,42,039,24568,Fairfield,Crawford County,Township,Fairfield,6.3,3.0,69063.0,20571.0,48492.0,89634.0,1150
"Huston township, Centre County, Pennsylvania",6.3,2.6,81250.0,15690.0,42,027,36504,Huston,Centre County,Township,Huston,6.3,2.6,81250.0,15690.0,65560.0,96940.0,1150
"Young township, Jefferson County, Pennsylvania",6.3,3.3,60795.0,4441.0,42,065,87168,Young,Jefferson County,Township,Young,6.3,3.3,60795.0,4441.0,56354.0,65236.0,1150
"Coraopolis borough, Allegheny County, Pennsylvania",6.3,2.8,63828.0,4381.0,42,003,16144,Coraopolis,Allegheny County,Borough,Coraopolis,6.3,2.8,63828.0,4381.0,59447.0,68209.0,1150
"Coopersburg borough, Lehigh County, Pennsylvania",6.3,3.8,84357.0,24711.0,42,077,16056,Coopersburg,Lehigh County,Borough,Coopersburg,6.3,3.8,84357.0,24711.0,59646.0,109068.0,1150
"Gregg township, Centre County, Pennsylvania",6.3,3.0,67292.0,7753.0,42,027,31472,Gregg,Centre County,Township,Gregg,6.3,3.0,67292.0,7753.0,59539.0,75045.0,1150
"Center township, Greene County, Pennsylvania",6.3,5.5,67500.0,23142.0,42,059,12032,Center,Greene County,Township,Center,6.3,5.5,67500.0,23142.0,44358.0,90642.0,1150
"Miles township, Centre County, Pennsylvania",6.3,3.5,71544.0,6390.0,42,027,49360,Miles,Centre County,Township,Miles,6.3,3.5,71544.0,6390.0,65154.0,77934.0,1150
"Dunnstable township, Clinton County, Pennsylvania",6.3,3.7,82431.0,8288.0,42,035,20408,Dunnstable,Clinton County,Township,Dunnstable,6.3,3.7,82431.0,8288.0,74143.0,90719.0,1150
"North Branch township, Wyoming County, Pennsylvania",6.3,8.2,66458.0,26892.0,42,131,54824,North Branch,Wyoming County,Township,North Branch,6.3,8.2,66458.0,26892.0,39566.0,93350.0,1150
"Tremont borough, Schuylkill County, Pennsylvania",6.2,3.6,77188.0,10472.0,42,107,77392,Tremont,Schuylkill County,Borough,Tremont Borough,6.2,3.6,77188.0,10472.0,66716.0,87660.0,1166
"Springfield township, Mercer County, Pennsylvania",6.2,2.3,76786.0,8073.0,42,085,73080,Springfield,Mercer County,Township,Springfield,6.2,2.3,76786.0,8073.0,68713.0,84859.0,1166
"Bullskin township, Fayette County, Pennsylvania",6.2,2.6,69814.0,8246.0,42,051,10152,Bullskin,Fayette County,Township,Bullskin,6.2,2.6,69814.0,8246.0,61568.0,78060.0,1166
"Montour township, Columbia County, Pennsylvania",6.2,4.5,68203.0,9373.0,42,037,50704,Montour,Columbia County,Township,Montour,6.2,4.5,68203.0,9373.0,58830.0,77576.0,1166
"Fermanagh township, Juniata County, Pennsylvania",6.2,3.1,58444.0,10248.0,42,067,25648,Fermanagh,Juniata County,Township,Fermanagh,6.2,3.1,58444.0,10248.0,48196.0,68692.0,1166
"Beallsville borough, Washington County, Pennsylvania",6.2,5.4,64896.0,24379.0,42,125,04568,Beallsville,Washington County,Borough,Beallsville,6.2,5.4,64896.0,24379.0,40517.0,89275.0,1166
"Laurel Run borough, Luzerne County, Pennsylvania",6.2,5.5,58542.0,17450.0,42,079,41848,Laurel Run,Luzerne County,Borough,Laurel Run,6.2,5.5,58542.0,17450.0,41092.0,75992.0,1166
"Shippensburg borough, Franklin County, Pennsylvania",6.2,7.6,75518.0,3629.0,42,055,70352,Shippensburg,Franklin County,Borough,Shippensburg,6.2,7.6,75518.0,3629.0,71889.0,79147.0,1166
"Girard township, Erie County, Pennsylvania",6.2,4.1,95461.0,16077.0,42,049,29240,Girard,Erie County,Township,Girard Township,6.2,4.1,95461.0,16077.0,79384.0,111538.0,1166
"Laureldale borough, Berks County, Pennsylvania",6.2,3.6,69821.0,17518.0,42,011,41768,Laureldale,Berks County,Borough,Laureldale,6.2,3.6,69821.0,17518.0,52303.0,87339.0,1166
"Modena borough, Chester County, Pennsylvania",6.2,6.1,82895.0,10568.0,42,029,50232,Modena,Chester County,Borough,Modena,6.2,6.1,82895.0,10568.0,72327.0,93463.0,1166
"Marion township, Berks County, Pennsylvania",6.2,2.7,80294.0,14988.0,42,011,47440,Marion,Berks County,Township,Marion,6.2,2.7,80294.0,14988.0,65306.0,95282.0,1166
"Paxtang borough, Dauphin County, Pennsylvania",6.2,2.9,87083.0,16470.0,42,043,58504,Paxtang,Dauphin County,Borough,Paxtang,6.2,2.9,87083.0,16470.0,70613.0,103553.0,1166
"Bowmanstown borough, Carbon County, Pennsylvania",6.2,6.4,68365.0,17340.0,42,025,07880,Bowmanstown,Carbon County,Borough,Bowmanstown,6.2,6.4,68365.0,17340.0,51025.0,85705.0,1166
"Clay township, Lancaster County, Pennsylvania",6.2,3.4,84389.0,10264.0,42,071,13960,Clay,Lancaster County,Township,Clay,6.2,3.4,84389.0,10264.0,74125.0,94653.0,1166
"Franklin township, York County, Pennsylvania",6.2,4.1,85276.0,9830.0,42,133,27480,Franklin,York County,Township,Franklin,6.2,4.1,85276.0,9830.0,75446.0,95106.0,1166
"Woodcock township, Crawford County, Pennsylvania",6.1,2.8,66719.0,13491.0,42,039,86168,Woodcock,Crawford County,Township,Woodcock Township,6.1,2.8,66719.0,13491.0,53228.0,80210.0,1182
"Spring Grove borough, York County, Pennsylvania",6.1,3.4,76620.0,13028.0,42,133,73192,Spring Grove,York County,Borough,Spring Grove,6.1,3.4,76620.0,13028.0,63592.0,89648.0,1182
"Bentleyville borough, Washington County, Pennsylvania",6.1,3.1,51174.0,6071.0,42,125,05672,Bentleyville,Washington County,Borough,Bentleyville,6.1,3.1,51174.0,6071.0,45103.0,57245.0,1182
"East Mahoning township, Indiana County, Pennsylvania",6.1,3.5,71563.0,18755.0,42,063,21456,East Mahoning,Indiana County,Township,East Mahoning,6.1,3.5,71563.0,18755.0,52808.0,90318.0,1182
"Sellersville borough, Bucks County, Pennsylvania",6.1,2.6,95022.0,12532.0,42,017,69248,Sellersville,Bucks County,Borough,Sellersville,6.1,2.6,95022.0,12532.0,82490.0,107554.0,1182
"Allegheny township, Blair County, Pennsylvania",6.1,3.0,58375.0,8971.0,42,013,00852,Allegheny,Blair County,Township,Allegheny,6.1,3.0,58375.0,8971.0,49404.0,67346.0,1182
"Harmony township, Beaver County, Pennsylvania",6.1,4.1,70926.0,10017.0,42,007,32680,Harmony,Beaver County,Township,Harmony,6.1,4.1,70926.0,10017.0,60909.0,80943.0,1182
"Paint township, Clarion County, Pennsylvania",6.1,3.4,62083.0,10846.0,42,031,57536,Paint,Clarion County,Township,Paint,6.1,3.4,62083.0,10846.0,51237.0,72929.0,1182
"Lackawannock township, Mercer County, Pennsylvania",6.1,2.9,57500.0,17290.0,42,085,40760,Lackawannock,Mercer County,Township,Lackawannock,6.1,2.9,57500.0,17290.0,40210.0,74790.0,1182
"Lewisburg borough, Union County, Pennsylvania",6.1,3.1,54767.0,14192.0,42,119,42976,Lewisburg,Union County,Borough,Lewisburg,6.1,3.1,54767.0,14192.0,40575.0,68959.0,1182
