NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"Felton borough, York County, Pennsylvania",6.1,4.5,77083.0,5888.0,42,133,25584,Felton,York County,Borough,Felton,6.1,4.5,77083.0,5888.0,71195.0,82971.0,1182
"Hermitage city, Mercer County, Pennsylvania",6.1,1.9,70052.0,8128.0,42,085,34064,Hermitage,Mercer County,City,Hermitage,6.1,1.9,70052.0,8128.0,61924.0,78180.0,1182
"Ross township, Monroe County, Pennsylvania",6.0,4.6,64392.0,29775.0,42,089,66280,Ross,Monroe County,Township,Ross,6.0,4.6,64392.0,29775.0,34617.0,94167.0,1194
"Brothersvalley township, Somerset County, Pennsylvania",6.0,3.0,70417.0,13486.0,42,111,09256,Brothersvalley,Somerset County,Township,Brothersvalley,6.0,3.0,70417.0,13486.0,56931.0,83903.0,1194
"Topton borough, Berks County, Pennsylvania",6.0,3.0,92552.0,13758.0,42,011,77104,Topton,Berks County,Borough,Topton,6.0,3.0,92552.0,13758.0,78794.0,106310.0,1194
"Easton city, Northampton County, Pennsylvania",6.0,1.8,69348.0,6783.0,42,095,21648,Easton,Northampton County,City,Easton,6.0,1.8,69348.0,6783.0,62565.0,76131.0,1194
"Price township, Monroe County, Pennsylvania",6.0,4.2,82898.0,26925.0,42,089,62632,Price,Monroe County,Township,Price,6.0,4.2,82898.0,26925.0,55973.0,109823.0,1194
"Rayne township, Indiana County, Pennsylvania",6.0,3.4,60582.0,13118.0,42,063,63584,Rayne,Indiana County,Township,Rayne,6.0,3.4,60582.0,13118.0,47464.0,73700.0,1194
"Greene township, Erie County, Pennsylvania",6.0,3.2,85750.0,7609.0,42,049,30936,Greene,Erie County,Township,Greene,6.0,3.2,85750.0,7609.0,78141.0,93359.0,1194
"Patterson township, Beaver County, Pennsylvania",6.0,3.8,67171.0,15504.0,42,007,58375,Patterson,Beaver County,Township,Patterson,6.0,3.8,67171.0,15504.0,51667.0,82675.0,1194
"Franklin township, Bradford County, Pennsylvania",6.0,4.2,57778.0,16505.0,42,015,27344,Franklin,Bradford County,Township,Franklin,6.0,4.2,57778.0,16505.0,41273.0,74283.0,1194
"Newport township, Luzerne County, Pennsylvania",6.0,3.8,57541.0,11355.0,42,079,53960,Newport,Luzerne County,Township,Newport,6.0,3.8,57541.0,11355.0,46186.0,68896.0,1194
"Fairview borough, Butler County, Pennsylvania",6.0,5.8,80000.0,35482.0,42,019,24832,Fairview,Butler County,Borough,Fairview Borough,6.0,5.8,80000.0,35482.0,44518.0,115482.0,1194
"Dreher township, Wayne County, Pennsylvania",6.0,3.4,51648.0,6932.0,42,127,19864,Dreher,Wayne County,Township,Dreher,6.0,3.4,51648.0,6932.0,44716.0,58580.0,1194
"Bendersville borough, Adams County, Pennsylvania",6.0,7.1,77500.0,20339.0,42,001,05536,Bendersville,Adams County,Borough,Bendersville,6.0,7.1,77500.0,20339.0,57161.0,97839.0,1194
"Falls township, Wyoming County, Pennsylvania",6.0,3.6,74191.0,12705.0,42,131,25128,Falls,Wyoming County,Township,Falls,6.0,3.6,74191.0,12705.0,61486.0,86896.0,1194
"Madison township, Lackawanna County, Pennsylvania",6.0,3.3,79769.0,17584.0,42,069,46480,Madison,Lackawanna County,Township,Madison,6.0,3.3,79769.0,17584.0,62185.0,97353.0,1194
"Osceola Mills borough, Clearfield County, Pennsylvania",6.0,5.1,67656.0,17606.0,42,033,57232,Osceola Mills,Clearfield County,Borough,Osceola Mills,6.0,5.1,67656.0,17606.0,50050.0,85262.0,1194
"Old Lycoming township, Lycoming County, Pennsylvania",6.0,4.1,62609.0,12141.0,42,081,56608,Old Lycoming,Lycoming County,Township,Old Lycoming,6.0,4.1,62609.0,12141.0,50468.0,74750.0,1194
"North Irwin borough, Westmoreland County, Pennsylvania",5.9,5.4,49063.0,9319.0,42,129,55136,North Irwin,Westmoreland County,Borough,North Irwin,5.9,5.4,49063.0,9319.0,39744.0,58382.0,1211
"Greenwood township, Columbia County, Pennsylvania",5.9,2.7,68167.0,11928.0,42,037,31392,Greenwood,Columbia County,Township,Greenwood,5.9,2.7,68167.0,11928.0,56239.0,80095.0,1211
"Thompson township, Fulton County, Pennsylvania",5.9,3.1,81932.0,6848.0,42,057,76488,Thompson,Fulton County,Township,Thompson,5.9,3.1,81932.0,6848.0,75084.0,88780.0,1211
"Plum township, Venango County, Pennsylvania",5.9,3.7,63438.0,16464.0,42,121,61552,Plum,Venango County,Township,Plum,5.9,3.7,63438.0,16464.0,46974.0,79902.0,1211
"Unionville borough, Centre County, Pennsylvania",5.9,4.6,61354.0,5398.0,42,027,78616,Unionville,Centre County,Borough,Unionville,5.9,4.6,61354.0,5398.0,55956.0,66752.0,1211
"Warren township, Bradford County, Pennsylvania",5.9,4.0,70625.0,22654.0,42,015,80984,Warren,Bradford County,Township,Warren,5.9,4.0,70625.0,22654.0,47971.0,93279.0,1211
"Canonsburg borough, Washington County, Pennsylvania",5.9,2.9,79227.0,7316.0,42,125,11152,Canonsburg,Washington County,Borough,Canonsburg,5.9,2.9,79227.0,7316.0,71911.0,86543.0,1211
"Barr township, Cambria County, Pennsylvania",5.9,3.9,78036.0,17574.0,42,021,04272,Barr,Cambria County,Township,Barr,5.9,3.9,78036.0,17574.0,60462.0,95610.0,1211
"Hanover township, Beaver County, Pennsylvania",5.9,3.5,91140.0,18978.0,42,007,32392,Hanover,Beaver County,Township,Hanover,5.9,3.5,91140.0,18978.0,72162.0,110118.0,1211
"Susquehanna township, Juniata County, Pennsylvania",5.9,5.4,70833.0,13137.0,42,067,75536,Susquehanna,Juniata County,Township,Susquehanna,5.9,5.4,70833.0,13137.0,57696.0,83970.0,1211
"Allison township, Clinton County, Pennsylvania",5.9,5.2,106250.0,15977.0,42,035,02032,Allison,Clinton County,Township,Allison,5.9,5.2,106250.0,15977.0,90273.0,122227.0,1211
"Centre township, Perry County, Pennsylvania",5.9,3.1,90243.0,3833.0,42,099,12360,Centre,Perry County,Township,Centre,5.9,3.1,90243.0,3833.0,86410.0,94076.0,1211
"Addison township, Somerset County, Pennsylvania",5.9,3.4,64750.0,6072.0,42,111,00404,Addison,Somerset County,Township,Addison Township,5.9,3.4,64750.0,6072.0,58678.0,70822.0,1211
"Upper Yoder township, Cambria County, Pennsylvania",5.8,3.9,66974.0,13669.0,42,021,79360,Upper Yoder,Cambria County,Township,Upper Yoder,5.8,3.9,66974.0,13669.0,53305.0,80643.0,1224
"Hanover borough, York County, Pennsylvania",5.8,2.5,61293.0,7213.0,42,133,32448,Hanover,York County,Borough,Hanover,5.8,2.5,61293.0,7213.0,54080.0,68506.0,1224
"Youngsville borough, Warren County, Pennsylvania",5.8,3.6,58789.0,8476.0,42,123,87224,Youngsville,Warren County,Borough,Youngsville,5.8,3.6,58789.0,8476.0,50313.0,67265.0,1224
"Alburtis borough, Lehigh County, Pennsylvania",5.8,3.6,107500.0,7533.0,42,077,00660,Alburtis,Lehigh County,Borough,Alburtis,5.8,3.6,107500.0,7533.0,99967.0,115033.0,1224
"Adams township, Cambria County, Pennsylvania",5.8,3.2,69639.0,11785.0,42,021,00308,Adams,Cambria County,Township,Adams,5.8,3.2,69639.0,11785.0,57854.0,81424.0,1224
"Exeter borough, Luzerne County, Pennsylvania",5.8,3.6,57639.0,16461.0,42,079,24392,Exeter,Luzerne County,Borough,Exeter Borough,5.8,3.6,57639.0,16461.0,41178.0,74100.0,1224
"Luzerne borough, Luzerne County, Pennsylvania",5.8,5.3,42135.0,13354.0,42,079,45568,Luzerne,Luzerne County,Borough,Luzerne,5.8,5.3,42135.0,13354.0,28781.0,55489.0,1224
"Watson township, Warren County, Pennsylvania",5.8,5.5,71071.0,10237.0,42,123,81584,Watson,Warren County,Township,Watson,5.8,5.5,71071.0,10237.0,60834.0,81308.0,1224
"East Huntingdon township, Westmoreland County, Pennsylvania",5.8,2.5,68286.0,13937.0,42,129,21304,East Huntingdon,Westmoreland County,Township,East Huntingdon,5.8,2.5,68286.0,13937.0,54349.0,82223.0,1224
"Lausanne township, Carbon County, Pennsylvania",5.8,7.0,95417.0,27622.0,42,025,41888,Lausanne,Carbon County,Township,Lausanne,5.8,7.0,95417.0,27622.0,67795.0,123039.0,1224
"Carlisle borough, Cumberland County, Pennsylvania",5.8,2.0,61720.0,7247.0,42,041,11272,Carlisle,Cumberland County,Borough,Carlisle,5.8,2.0,61720.0,7247.0,54473.0,68967.0,1224
"Cherrytree township, Venango County, Pennsylvania",5.8,3.1,56971.0,9922.0,42,121,13136,Cherrytree,Venango County,Township,Cherrytree,5.8,3.1,56971.0,9922.0,47049.0,66893.0,1224
"Sandy Lake township, Mercer County, Pennsylvania",5.8,2.7,61458.0,13006.0,42,085,67856,Sandy Lake,Mercer County,Township,Sandy Lake Township,5.8,2.7,61458.0,13006.0,48452.0,74464.0,1224
"Salem township, Luzerne County, Pennsylvania",5.8,4.1,78560.0,9062.0,42,079,67456,Salem,Luzerne County,Township,Salem,5.8,4.1,78560.0,9062.0,69498.0,87622.0,1224
"Bruin borough, Butler County, Pennsylvania",5.8,6.0,67031.0,17092.0,42,019,09528,Bruin,Butler County,Borough,Bruin,5.8,6.0,67031.0,17092.0,49939.0,84123.0,1224
"Glade township, Warren County, Pennsylvania",5.8,3.5,73388.0,14887.0,42,123,29328,Glade,Warren County,Township,Glade,5.8,3.5,73388.0,14887.0,58501.0,88275.0,1224
"Lurgan township, Franklin County, Pennsylvania",5.8,3.3,88333.0,11012.0,42,055,45496,Lurgan,Franklin County,Township,Lurgan,5.8,3.3,88333.0,11012.0,77321.0,99345.0,1224
"Kistler borough, Mifflin County, Pennsylvania",5.8,7.8,61250.0,23235.0,42,087,40016,Kistler,Mifflin County,Borough,Kistler,5.8,7.8,61250.0,23235.0,38015.0,84485.0,1224
"Farrell city, Mercer County, Pennsylvania",5.8,4.9,42595.0,7824.0,42,085,25360,Farrell,Mercer County,City,Farrell,5.8,4.9,42595.0,7824.0,34771.0,50419.0,1224
"Wetmore township, McKean County, Pennsylvania",5.8,6.3,82988.0,3674.0,42,083,84312,Wetmore,McKean County,Township,Wetmore,5.8,6.3,82988.0,3674.0,79314.0,86662.0,1224
"Jackson township, York County, Pennsylvania",5.8,2.5,88589.0,8226.0,42,133,37488,Jackson,York County,Township,Jackson,5.8,2.5,88589.0,8226.0,80363.0,96815.0,1224
"East St. Clair township, Bedford County, Pennsylvania",5.8,8.5,41993.0,23441.0,42,009,21788,East St. Clair,Bedford County,Township,East St. Clair,5.8,8.5,41993.0,23441.0,18552.0,65434.0,1224
"Pen Argyl borough, Northampton County, Pennsylvania",5.8,5.1,76096.0,12356.0,42,095,58696,Pen Argyl,Northampton County,Borough,Pen Argyl,5.8,5.1,76096.0,12356.0,63740.0,88452.0,1224
"Concord township, Erie County, Pennsylvania",5.8,4.5,68214.0,12199.0,42,049,15504,Concord,Erie County,Township,Concord,5.8,4.5,68214.0,12199.0,56015.0,80413.0,1224
"Luzerne township, Fayette County, Pennsylvania",5.8,4.7,57827.0,11635.0,42,051,45560,Luzerne,Fayette County,Township,Luzerne,5.8,4.7,57827.0,11635.0,46192.0,69462.0,1224
"Springfield township, Bradford County, Pennsylvania",5.8,3.4,65553.0,4440.0,42,015,73008,Springfield,Bradford County,Township,Springfield,5.8,3.4,65553.0,4440.0,61113.0,69993.0,1224
"Antis township, Blair County, Pennsylvania",5.8,3.0,71889.0,19680.0,42,013,02680,Antis,Blair County,Township,Antis,5.8,3.0,71889.0,19680.0,52209.0,91569.0,1224
"Letterkenny township, Franklin County, Pennsylvania",5.8,3.3,82629.0,11961.0,42,055,42888,Letterkenny,Franklin County,Township,Letterkenny,5.8,3.3,82629.0,11961.0,70668.0,94590.0,1224
"Spring township, Centre County, Pennsylvania",5.7,3.3,77266.0,12426.0,42,027,72832,Spring,Centre County,Township,Spring,5.7,3.3,77266.0,12426.0,64840.0,89692.0,1252
"Saltlick township, Fayette County, Pennsylvania",5.7,5.8,72210.0,9906.0,42,051,67640,Saltlick,Fayette County,Township,Saltlick,5.7,5.8,72210.0,9906.0,62304.0,82116.0,1252
"Hopewell township, Bedford County, Pennsylvania",5.7,4.0,64199.0,15458.0,42,009,35656,Hopewell,Bedford County,Township,Hopewell Township,5.7,4.0,64199.0,15458.0,48741.0,79657.0,1252
"Newell borough, Fayette County, Pennsylvania",5.7,4.6,49750.0,9672.0,42,051,53504,Newell,Fayette County,Borough,Newell,5.7,4.6,49750.0,9672.0,40078.0,59422.0,1252
"Chapman township, Clinton County, Pennsylvania",5.7,3.3,53938.0,4148.0,42,035,12640,Chapman,Clinton County,Township,Chapman,5.7,3.3,53938.0,4148.0,49790.0,58086.0,1252
"Franklin township, Huntingdon County, Pennsylvania",5.7,5.8,95714.0,8474.0,42,061,27416,Franklin,Huntingdon County,Township,Franklin,5.7,5.8,95714.0,8474.0,87240.0,104188.0,1252
"Todd township, Huntingdon County, Pennsylvania",5.7,3.7,70625.0,3530.0,42,061,77000,Todd,Huntingdon County,Township,Todd,5.7,3.7,70625.0,3530.0,67095.0,74155.0,1252
"Juniata township, Bedford County, Pennsylvania",5.7,3.7,62813.0,25345.0,42,009,38576,Juniata,Bedford County,Township,Juniata,5.7,3.7,62813.0,25345.0,37468.0,88158.0,1252
"Strasburg borough, Lancaster County, Pennsylvania",5.7,3.9,85750.0,16619.0,42,071,74712,Strasburg,Lancaster County,Borough,Strasburg Borough,5.7,3.9,85750.0,16619.0,69131.0,102369.0,1252
"Brush Valley township, Indiana County, Pennsylvania",5.7,4.6,76509.0,10497.0,42,063,09624,Brush Valley,Indiana County,Township,Brush Valley,5.7,4.6,76509.0,10497.0,66012.0,87006.0,1252
"Clearfield township, Butler County, Pennsylvania",5.7,3.4,88095.0,15220.0,42,019,14048,Clearfield,Butler County,Township,Clearfield,5.7,3.4,88095.0,15220.0,72875.0,103315.0,1252
"Mercer borough, Mercer County, Pennsylvania",5.7,3.6,47054.0,6735.0,42,085,48696,Mercer,Mercer County,Borough,Mercer,5.7,3.6,47054.0,6735.0,40319.0,53789.0,1252
"Taylor township, Centre County, Pennsylvania",5.7,3.2,77143.0,14941.0,42,027,76168,Taylor,Centre County,Township,Taylor,5.7,3.2,77143.0,14941.0,62202.0,92084.0,1252
"Kimmel township, Bedford County, Pennsylvania",5.6,4.2,62000.0,9230.0,42,009,39658,Kimmel,Bedford County,Township,Kimmel,5.6,4.2,62000.0,9230.0,52770.0,71230.0,1265
"Mount Pleasant township, Adams County, Pennsylvania",5.6,3.8,90833.0,19692.0,42,001,51776,Mount Pleasant,Adams County,Township,Mount Pleasant,5.6,3.8,90833.0,19692.0,71141.0,110525.0,1265
"Pennsburg borough, Montgomery County, Pennsylvania",5.6,3.7,111848.0,11915.0,42,091,59120,Pennsburg,Montgomery County,Borough,Pennsburg,5.6,3.7,111848.0,11915.0,99933.0,123763.0,1265
"Ohioville borough, Beaver County, Pennsylvania",5.6,2.8,80673.0,9226.0,42,007,56432,Ohioville,Beaver County,Borough,Ohioville,5.6,2.8,80673.0,9226.0,71447.0,89899.0,1265
"Richland township, Clarion County, Pennsylvania",5.6,4.6,63125.0,31883.0,42,031,64552,Richland,Clarion County,Township,Richland,5.6,4.6,63125.0,31883.0,31242.0,95008.0,1265
"North Sewickley township, Beaver County, Pennsylvania",5.6,2.9,76663.0,6568.0,42,007,55400,North Sewickley,Beaver County,Township,North Sewickley,5.6,2.9,76663.0,6568.0,70095.0,83231.0,1265
"Bernville borough, Berks County, Pennsylvania",5.6,4.1,89167.0,13237.0,42,011,05848,Bernville,Berks County,Borough,Bernville,5.6,4.1,89167.0,13237.0,75930.0,102404.0,1265
"Rush township, Northumberland County, Pennsylvania",5.6,3.7,91771.0,10957.0,42,097,66752,Rush,Northumberland County,Township,Rush,5.6,3.7,91771.0,10957.0,80814.0,102728.0,1265
"West Perry township, Snyder County, Pennsylvania",5.6,4.1,61528.0,12247.0,42,109,83808,West Perry,Snyder County,Township,West Perry,5.6,4.1,61528.0,12247.0,49281.0,73775.0,1265
"Tulpehocken township, Berks County, Pennsylvania",5.6,2.5,81685.0,11770.0,42,011,77752,Tulpehocken,Berks County,Township,Tulpehocken,5.6,2.5,81685.0,11770.0,69915.0,93455.0,1265
"Lower Frankford township, Cumberland County, Pennsylvania",5.6,2.4,76797.0,8885.0,42,041,44904,Lower Frankford,Cumberland County,Township,Lower Frankford,5.6,2.4,76797.0,8885.0,67912.0,85682.0,1265
"Thompson township, Susquehanna County, Pennsylvania",5.6,3.3,60893.0,23952.0,42,115,76504,Thompson,Susquehanna County,Township,Thompson Township,5.6,3.3,60893.0,23952.0,36941.0,84845.0,1265
"West Wyoming borough, Luzerne County, Pennsylvania",5.6,3.0,66382.0,9168.0,42,079,84272,West Wyoming,Luzerne County,Borough,West Wyoming,5.6,3.0,66382.0,9168.0,57214.0,75550.0,1265
"Sugarcreek township, Armstrong County, Pennsylvania",5.6,2.8,57583.0,9832.0,42,005,74992,Sugarcreek,Armstrong County,Township,Sugarcreek,5.6,2.8,57583.0,9832.0,47751.0,67415.0,1265
"Lincoln township, Huntingdon County, Pennsylvania",5.6,6.7,66458.0,15077.0,42,061,43424,Lincoln,Huntingdon County,Township,Lincoln,5.6,6.7,66458.0,15077.0,51381.0,81535.0,1265
"Randolph township, Crawford County, Pennsylvania",5.6,3.5,75714.0,16859.0,42,039,63400,Randolph,Crawford County,Township,Randolph,5.6,3.5,75714.0,16859.0,58855.0,92573.0,1265
"Cambridge township, Crawford County, Pennsylvania",5.6,3.6,82243.0,3220.0,42,039,10904,Cambridge,Crawford County,Township,Cambridge,5.6,3.6,82243.0,3220.0,79023.0,85463.0,1265
"West Pike Run township, Washington County, Pennsylvania",5.6,4.6,76563.0,13404.0,42,125,83840,West Pike Run,Washington County,Township,West Pike Run,5.6,4.6,76563.0,13404.0,63159.0,89967.0,1265
"Petersburg borough, Huntingdon County, Pennsylvania",5.6,6.1,66250.0,26208.0,42,061,59616,Petersburg,Huntingdon County,Borough,Petersburg,5.6,6.1,66250.0,26208.0,40042.0,92458.0,1265
"Miller township, Huntingdon County, Pennsylvania",5.6,3.2,68438.0,7597.0,42,061,49624,Miller,Huntingdon County,Township,Miller,5.6,3.2,68438.0,7597.0,60841.0,76035.0,1265
"Fawn Grove borough, York County, Pennsylvania",5.6,3.8,84375.0,20721.0,42,133,25416,Fawn Grove,York County,Borough,Fawn Grove,5.6,3.8,84375.0,20721.0,63654.0,105096.0,1265
"Jackson township, Lebanon County, Pennsylvania",5.6,2.5,84241.0,8510.0,42,075,37392,Jackson,Lebanon County,Township,Jackson,5.6,2.5,84241.0,8510.0,75731.0,92751.0,1265
"Black Lick township, Indiana County, Pennsylvania",5.6,2.9,69485.0,10096.0,42,063,06752,Black Lick,Indiana County,Township,Black Lick,5.6,2.9,69485.0,10096.0,59389.0,79581.0,1265
"Penn Forest township, Carbon County, Pennsylvania",5.6,3.1,67045.0,8615.0,42,025,58968,Penn Forest,Carbon County,Township,Penn Forest,5.6,3.1,67045.0,8615.0,58430.0,75660.0,1265
"Swatara township, Lebanon County, Pennsylvania",5.5,3.8,79944.0,17126.0,42,075,75680,Swatara,Lebanon County,Township,Swatara,5.5,3.8,79944.0,17126.0,62818.0,97070.0,1289
"Wrightsville borough, York County, Pennsylvania",5.5,3.7,67198.0,16661.0,42,133,86640,Wrightsville,York County,Borough,Wrightsville,5.5,3.7,67198.0,16661.0,50537.0,83859.0,1289
"Dyberry township, Wayne County, Pennsylvania",5.5,3.3,88438.0,16919.0,42,127,20576,Dyberry,Wayne County,Township,Dyberry,5.5,3.3,88438.0,16919.0,71519.0,105357.0,1289
"Pennsbury Village borough, Allegheny County, Pennsylvania",5.5,3.5,69167.0,8488.0,42,003,59152,Pennsbury Village,Allegheny County,Borough,Pennsbury Village,5.5,3.5,69167.0,8488.0,60679.0,77655.0,1289
"Clearfield township, Cambria County, Pennsylvania",5.5,3.2,87813.0,20970.0,42,021,14056,Clearfield,Cambria County,Township,Clearfield,5.5,3.2,87813.0,20970.0,66843.0,108783.0,1289
"Slippery Rock township, Butler County, Pennsylvania",5.5,3.9,56556.0,1609.0,42,019,71192,Slippery Rock,Butler County,Township,Slippery Rock Township,5.5,3.9,56556.0,1609.0,54947.0,58165.0,1289
"Freeland borough, Luzerne County, Pennsylvania",5.5,3.5,57833.0,18423.0,42,079,27744,Freeland,Luzerne County,Borough,Freeland,5.5,3.5,57833.0,18423.0,39410.0,76256.0,1289
"Duryea borough, Luzerne County, Pennsylvania",5.5,3.5,62462.0,14202.0,42,079,20512,Duryea,Luzerne County,Borough,Duryea,5.5,3.5,62462.0,14202.0,48260.0,76664.0,1289
"Penn township, Lycoming County, Pennsylvania",5.5,3.5,80000.0,16872.0,42,081,58848,Penn,Lycoming County,Township,Penn,5.5,3.5,80000.0,16872.0,63128.0,96872.0,1289
"Dublin borough, Bucks County, Pennsylvania",5.5,3.5,87813.0,28325.0,42,017,20104,Dublin,Bucks County,Borough,Dublin,5.5,3.5,87813.0,28325.0,59488.0,116138.0,1289
"Nazareth borough, Northampton County, Pennsylvania",5.5,2.6,56855.0,21146.0,42,095,52808,Nazareth,Northampton County,Borough,Nazareth,5.5,2.6,56855.0,21146.0,35709.0,78001.0,1289
"Hubley township, Schuylkill County, Pennsylvania",5.5,4.0,71932.0,23254.0,42,107,36072,Hubley,Schuylkill County,Township,Hubley,5.5,4.0,71932.0,23254.0,48678.0,95186.0,1289
"Indiana borough, Indiana County, Pennsylvania",5.5,2.8,40857.0,11418.0,42,063,36816,Indiana,Indiana County,Borough,Indiana,5.5,2.8,40857.0,11418.0,29439.0,52275.0,1289
"Millerstown borough, Perry County, Pennsylvania",5.5,3.1,91964.0,17189.0,42,099,49720,Millerstown,Perry County,Borough,Millerstown,5.5,3.1,91964.0,17189.0,74775.0,109153.0,1289
"Upper Tulpehocken township, Berks County, Pennsylvania",5.5,3.4,90833.0,16569.0,42,011,79328,Upper Tulpehocken,Berks County,Township,Upper Tulpehocken,5.5,3.4,90833.0,16569.0,74264.0,107402.0,1289
"Stonycreek township, Somerset County, Pennsylvania",5.5,3.5,73438.0,14440.0,42,111,74440,Stonycreek,Somerset County,Township,Stonycreek,5.5,3.5,73438.0,14440.0,58998.0,87878.0,1289
"Somerset borough, Somerset County, Pennsylvania",5.5,2.9,47102.0,8818.0,42,111,71776,Somerset,Somerset County,Borough,Somerset Borough,5.5,2.9,47102.0,8818.0,38284.0,55920.0,1289
"Conemaugh township, Somerset County, Pennsylvania",5.5,4.9,75459.0,9786.0,42,111,15568,Conemaugh,Somerset County,Township,Conemaugh,5.5,4.9,75459.0,9786.0,65673.0,85245.0,1289
"Steelton borough, Dauphin County, Pennsylvania",5.5,3.8,58194.0,18934.0,42,043,73888,Steelton,Dauphin County,Borough,Steelton,5.5,3.8,58194.0,18934.0,39260.0,77128.0,1289
"Forks township, Sullivan County, Pennsylvania",5.5,5.5,71250.0,27553.0,42,113,26736,Forks,Sullivan County,Township,Forks,5.5,5.5,71250.0,27553.0,43697.0,98803.0,1289
